GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic Area,Geographic Area,Percent,Margin of Error
0400000US36,36,New York,7950000US3603709,3603709,"New York - NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA","NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",77.6,2.8
0400000US36,36,New York,7950000US3603710,3603710,"New York - NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA","NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",67.1,3.5
0400000US36,36,New York,7950000US3603801,3603801,"New York - NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA","NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",80.1,2.9
0400000US36,36,New York,7950000US3603802,3603802,"New York - NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA","NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",80.2,3.9
0400000US36,36,New York,7950000US3603803,3603803,New York - NYC-Manhattan Community District 10--Central Harlem PUMA,NYC-Manhattan Community District 10--Central Harlem PUMA,78.4,3.4
0400000US36,36,New York,7950000US3603804,3603804,New York - NYC-Manhattan Community District 11--East Harlem PUMA,NYC-Manhattan Community District 11--East Harlem PUMA,75.2,3.5
0400000US36,36,New York,7950000US3603805,3603805,New York - NYC-Manhattan Community District 8--Upper East Side PUMA,NYC-Manhattan Community District 8--Upper East Side PUMA,91.9,1.9
0400000US36,36,New York,7950000US3603806,3603806,New York - NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,90.0,2.0
0400000US36,36,New York,7950000US3603807,3603807,"New York - NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA","NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",90.7,2.3
0400000US36,36,New York,7950000US3603808,3603808,"New York - NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA","NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",89.3,3.2
0400000US36,36,New York,7950000US3603809,3603809,New York - NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,54.9,3.6
0400000US36,36,New York,7950000US3603810,3603810,"New York - NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA","NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",93.0,1.7
0400000US36,36,New York,7950000US3603901,3603901,"New York - NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA","NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",84.9,2.6
0400000US36,36,New York,7950000US3603902,3603902,New York - NYC-Staten Island Community District 2--New Springville & South Beach PUMA,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,80.1,3.4
0400000US36,36,New York,7950000US3603903,3603903,"New York - NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA","NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",73.0,3.3
0400000US36,36,New York,7950000US3604001,3604001,New York - NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,70.6,2.8
0400000US36,36,New York,7950000US3604002,3604002,New York - NYC-Brooklyn Community District 4--Bushwick PUMA,NYC-Brooklyn Community District 4--Bushwick PUMA,72.6,2.9
0400000US36,36,New York,7950000US3604003,3604003,New York - NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,75.9,2.3
0400000US36,36,New York,7950000US3604004,3604004,New York - NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,85.5,1.9
0400000US36,36,New York,7950000US3604005,3604005,"New York - NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA","NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",89.4,2.4
0400000US36,36,New York,7950000US3604006,3604006,New York - NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,80.6,2.8
0400000US36,36,New York,7950000US3604007,3604007,New York - NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,70.7,3.7
0400000US36,36,New York,7950000US3604008,3604008,New York - NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,77.0,2.9
0400000US36,36,New York,7950000US3604009,3604009,New York - NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,87.7,1.9
0400000US36,36,New York,7950000US3604010,3604010,"New York - NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA","NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",78.4,3.1
0400000US36,36,New York,7950000US3604011,3604011,"New York - NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA","NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",74.8,3.5
0400000US36,36,New York,7950000US3604012,3604012,New York - NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,77.0,3.3
0400000US36,36,New York,7950000US3604013,3604013,New York - NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,87.5,2.2
